RegistrationID,BuildingID,BoroID_x,Boro,HouseNumber,LowHouseNumber,HighHouseNumber,StreetName,StreetCode,Zip,Block,Lot,BIN,CommunityBoard,LastRegistrationDate,RegistrationEndDate,ADDRESS_ID,H_NO,the_geom,HNO_SUFFIX,HYPHEN_TYP,SIDE_OF_ST,SPECIAL_CO,BOROCODE,ZIPCODE,CREATED,MODIFIED,ST_NAME,HN_RNG_SUF,HN_RNG,PHYSICALID,PRE_MODIFI,PRE_DIRECT,PRE_TYPE,POST_TYPE,POST_DIREC,POST_MODIF,FULL_STREE,geometry,250m_to_2018_dev,no_proximity_newdev_x,lat,lon,apt_num,Unnamed: 0,year,no_proximity_newdev_y,BoroID_y,rent_price_cleaned,Co-purchase Allowed,Sublets Allowed,Smoke-free,Bike Room,Swimming Pool,NYC Storm Zone 6,Cats and Dogs Allowed,NYC Storm Zone 4,Pets Allowed,Package Room,Doorman,Full-time Doorman,NYC Storm Zone 3,Children's Playroom,Virtual Doorman,Garden,Parking Available,Concierge,Gym,Laundry in Building,Patio,Parents Buying Allowed,Hot Tub,Garage Parking,NYC Storm Zone 1,Valet,NYC Storm Zone 5,Pied-a-Terre Allowed,Green Building,Live-in Super,Roof Deck,Elevator,Cold Storage,Deck,Waterfront,NYC Storm Zone 2,Storage Available,Community Recreation Facilities,Media Room,has_amenity
128290,37940,1,MANHATTAN,228,228,228,WEST 112 STREET,36010,10026.0,1827,45,1055095.0,10,02/12/2021,09/01/2021,1045639,228,POINT (-73.9556470554971 40.80106294435377),,N,1,,1,10026.0,04/06/2009 12:00:00 AM +0000,,112,,,81870,,W,,ST,,,W  112 ST,POINT (-73.9556470554971 40.80106294435377),True,False,-73.9556470554971,40.801062944353774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
306444,295964,3,BROOKLYN,724,724,724,FRANKLIN AVENUE,41930,11238.0,1168,52,3029280.0,8,07/21/2020,09/01/2021,3036062,724,POINT (-73.95696230758658 40.673869831000616),,N,2,,3,11238.0,02/13/2009 12:00:00 AM +0000,08/29/2018 12:00:00 AM +0000,FRANKLIN,,,63767,,,,AVE,,,FRANKLIN AVE,POINT (-73.95696230758658 40.67386983100062),True,False,-73.95696230758658,40.673869831000616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
332307,287791,3,BROOKLYN,320,320,320,EASTERN PARKWAY,38430,11225.0,1185,39,3029674.0,9,09/25/2020,09/01/2021,10167723,808,POINT (-73.95826312045428 40.67027037047465),,N,2,,3,11225.0,08/17/2017 12:00:00 AM +0000,09/11/2017 12:00:00 AM +0000,FRANKLIN,,,63773,,,,AVE,,,FRANKLIN AVE,POINT (-73.95826312045428 40.67027037047465),True,False,-73.95826312045428,40.67027037047465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
348728,362526,3,BROOKLYN,182,182,182,ROCKAWAY AVENUE,73470,11233.0,1567,35,3042589.0,16,08/13/2019,11/01/2020,3052893,182,POINT (-73.91101076905272 40.67695217844173),,N,2,,3,11233.0,02/13/2009 12:00:00 AM +0000,,ROCKAWAY,,,70567,,,,AVE,,,ROCKAWAY AVE,POINT (-73.91101076905272 40.67695217844173),True,False,-73.91101076905271,40.676952178441724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
213599,91416,2,BRONX,944,944,944,LEGGETT AVENUE,45720,10455.0,2685,49,2005108.0,2,09/25/2020,09/01/2021,2009807,944,POINT (-73.9006002672567 40.815653567389205),,N,2,,2,10455.0,03/16/2009 12:00:00 AM +0000,,LEGGETT,,,36504,,,,AVE,,,LEGGETT AVE,POINT (-73.90060026725671 40.81565356738921),True,False,-73.90060026725669,40.81565356738921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
128601,40593,1,MANHATTAN,212,212,218,WEST 133 STREET,36430,10030.0,1938,46,1058791.0,10,12/01/2020,09/01/2021,1049441,212,POINT (-73.94590651769727 40.814439058013875),,N,1,,1,10027.0,04/06/2009 12:00:00 AM +0000,02/23/2011 12:00:00 AM +0000,133,,,120913,,W,,ST,,,W  133 ST,POINT (-73.94590651769727 40.81443905801387),True,False,-73.94590651769727,40.81443905801388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
100028,10345,1,MANHATTAN,101,101,109,DYCKMAN STREET,16910,10040.0,2217,51,1064719.0,12,11/12/2020,09/01/2021,10179571,105,POINT (-73.92473322350236 40.86192257745656),A,N,2,,1,10034.0,05/10/2018 12:00:00 AM +0000,08/29/2018 12:00:00 AM +0000,DYCKMAN,,,25145,,,,ST,,,DYCKMAN ST,POINT (-73.92473322350236 40.86192257745656),True,False,-73.92473322350236,40.86192257745656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
205388,92760,2,BRONX,1924,1924,1924,LORING PLACE SOUTH,47020,10453.0,3221,15,2014855.0,5,08/17/2020,09/01/2021,2026320,1924,POINT (-73.91424850377427 40.85465919309156),,N,2,,2,10453.0,03/16/2009 12:00:00 AM +0000,,LORING,,,61148,,,,PL,S,,LORING PL S,POINT (-73.91424850377427 40.85465919309156),True,False,-73.91424850377426,40.854659193091564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
816076,185743,3,BROOKLYN,1662,1662,1664,ATLANTIC AVENUE,13430,11213.0,1335,6,3035547.0,8,08/24/2019,11/01/2020,3043390,1662,POINT (-73.93571375022005 40.677517661888125),,N,2,,3,11213.0,02/13/2009 12:00:00 AM +0000,08/24/2018 12:00:00 AM +0000,ATLANTIC,,,43194,,,,AVE,,,ATLANTIC AVE,POINT (-73.93571375022005 40.67751766188812),True,False,-73.93571375022005,40.67751766188813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
815118,302066,3,BROOKLYN,323,323,323,GRAHAM AVENUE,44930,11211.0,2764,28,3068876.0,1,08/07/2018,09/01/2019,3089174,323,POINT (-73.94445362156556 40.71396176497035),,N,1,,3,11211.0,02/13/2009 12:00:00 AM +0000,,GRAHAM,,,45762,,,,AVE,,,GRAHAM AVE,POINT (-73.94445362156556 40.71396176497035),True,False,-73.94445362156556,40.71396176497035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
137946,11859,1,MANHATTAN,519,519,519,EAST 12 STREET,17230,10009.0,406,55,1083459.0,3,09/21/2020,09/01/2021,1006474,519,POINT (-73.98032006127102 40.728772327445554),,N,1,,1,10009.0,04/06/2009 12:00:00 AM +0000,,12,,,4365,,E,,ST,,,E  12 ST,POINT (-73.98032006127102 40.72877232744555),True,False,-73.98032006127102,40.72877232744555,5.0,914.5,2018.25,False,1.0,2371.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
137946,11859,1,MANHATTAN,519,519,519,EAST 12 STREET,17230,10009.0,406,55,1083459.0,3,09/21/2020,09/01/2021,1006474,519,POINT (-73.98032006127102 40.728772327445554),,N,1,,1,10009.0,04/06/2009 12:00:00 AM +0000,,12,,,4365,,E,,ST,,,E  12 ST,POINT (-73.98032006127102 40.72877232744555),True,False,-73.98032006127102,40.72877232744555,6.0,918.0,2018.3333333333333,False,1.0,1726.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
143671,12035,1,MANHATTAN,224,224,224,EAST 14 STREET,17270,10003.0,469,7504,1006901.0,3,10/01/2013,09/01/2014,1008752,224,POINT (-73.98624750776465 40.73272472517372),,N,2,,1,10003.0,04/06/2009 12:00:00 AM +0000,,14,,,19108,,E,,ST,,,E  14 ST,POINT (-73.98624750776465 40.73272472517372),True,False,-73.98624750776466,40.73272472517372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
102359,34483,1,MANHATTAN,243,241,243,WEST 63 STREET,35030,10023.0,1154,158,1030332.0,7,11/23/2020,09/01/2021,1063623,243,POINT (-73.98782145813404 40.77388671484719),,N,2,,1,10023.0,04/06/2009 12:00:00 AM +0000,06/26/2009 12:00:00 AM +0000,63,,,170643,,W,,ST,,,W  63 ST,POINT (-73.98782145813404 40.77388671484719),True,False,-73.98782145813405,40.77388671484719,1.0,161.5,2018.3333333333333,False,1.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
111882,805370,1,MANHATTAN,103,103,103,3 AVENUE,10210,10003.0,468,7,1079847.0,3,09/01/2015,09/01/2016,1008706,202,POINT (-73.98744667381146 40.73239612083818),1/2,N,2,,1,10003.0,04/06/2009 12:00:00 AM +0000,08/14/2017 12:00:00 AM +0000,13,,,80041,,E,,ST,,,E  13 ST,POINT (-73.98744667381146 40.73239612083818),True,False,-73.98744667381145,40.73239612083818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
111471,20696,1,MANHATTAN,55,55,55,EAST 126 STREET,19470,10035.0,1751,31,1054097.0,11,08/13/2019,11/01/2020,1044043,55,POINT (-73.93913933579447 40.80610664487314),,N,1,,1,10035.0,04/06/2009 12:00:00 AM +0000,,126,,,83016,,E,,ST,,,E  126 ST,POINT (-73.93913933579447 40.80610664487314),True,False,-73.93913933579447,40.80610664487314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
214532,89486,2,BRONX,749,749,749,KELLY STREET,43520,10455.0,2701,45,2005439.0,2,01/11/2019,09/01/2019,2010451,749,POINT (-73.89918984761623 40.817222928459444),,N,1,,2,10455.0,03/16/2009 12:00:00 AM +0000,,KELLY,,,71036,,,,ST,,,KELLY ST,POINT (-73.89918984761623 40.81722292845944),True,False,-73.89918984761623,40.81722292845944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
814597,310568,3,BROOKLYN,672,672,672,HENDRIX STREET,48730,11207.0,4088,32,3090690.0,5,01/28/2020,11/01/2020,3123533,672,POINT (-73.88758205264128 40.665051778508385),,N,2,,3,11207.0,02/13/2009 12:00:00 AM +0000,,HENDRIX,,,74002,,,,ST,,,HENDRIX ST,POINT (-73.88758205264128 40.66505177850838),True,False,-73.88758205264128,40.66505177850839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
117106,27979,1,MANHATTAN,1400,1400,1406,ST NICHOLAS AVENUE,31190,10033.0,2153,57,1063634.0,12,09/25/2020,09/01/2021,1056420,561,POINT (-73.93387747456931 40.84857839848575),,N,2,,1,10033.0,04/06/2009 12:00:00 AM +0000,06/26/2009 12:00:00 AM +0000,180,,,26974,,W,,ST,,,W  180 ST,POINT (-73.93387747456931 40.84857839848575),True,False,-73.93387747456931,40.84857839848575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
139245,929108,1,MANHATTAN,3333D,3333D,3333D,BROADWAY,13610,10031.0,2001,9005,1085768.0,9,08/17/2020,09/01/2021,5169359,3333,POINT (-73.95634038660596 40.81980189199223),D,N,1,,1,10031.0,01/19/2016 12:00:00 AM +0000,08/21/2018 12:00:00 AM +0000,BROADWAY,,,2884,,,,,,,BROADWAY,POINT (-73.95634038660596 40.81980189199223),True,False,-73.95634038660594,40.81980189199223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
357454,372302,3,BROOKLYN,343,343,343,SOUTH 4 STREET,78430,11211.0,2437,35,3063361.0,1,10/05/2020,09/01/2021,3081581,343,POINT (-73.95412060034724 40.708782890647456),,N,1,,3,11211.0,02/13/2009 12:00:00 AM +0000,07/10/2017 12:00:00 AM +0000,4,,,64777,,S,,ST,,,S  4 ST,POINT (-73.95412060034724 40.70878289064746),True,False,-73.95412060034724,40.708782890647456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
225769,902584,2,BRONX,1336,1336,1336,PURDY STREET,59820,10462.0,3935,126,2116330.0,9,11/22/2020,09/01/2021,9107613,1336,POINT (-73.85275563513285 40.83524377459152),,N,2,,2,10462.0,04/13/2011 12:00:00 AM +0000,,PURDY,,,54468,,,,ST,,,PURDY ST,POINT (-73.85275563513285 40.83524377459152),True,False,-73.85275563513285,40.835243774591525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
339721,302703,3,BROOKLYN,518,518,518,GRAND STREET,45130,11211.0,2785,11,3069498.0,1,01/20/2021,09/01/2021,3089990,518,POINT (-73.95054594587457 40.710887040048874),,N,2,,3,11206.0,02/13/2009 12:00:00 AM +0000,,GRAND,,,69871,,,,ST,,,GRAND ST,POINT (-73.95054594587457 40.71088704004887),True,False,-73.95054594587457,40.71088704004888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
332668,371869,3,BROOKLYN,339,339,339,SOUTH 1 STREET,78130,11211.0,2398,21,3062866.0,1,11/07/2020,09/01/2021,3080786,339,POINT (-73.95390262856515 40.711159174909085),,N,1,,3,11211.0,02/13/2009 12:00:00 AM +0000,10/24/2017 12:00:00 AM +0000,1,,,46058,,S,,ST,,,S  1 ST,POINT (-73.95390262856515 40.71115917490908),True,False,-73.95390262856516,40.7111591749091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
205833,49236,2,BRONX,724,724,724,BECK STREET,12120,10455.0,2707,9,2005515.0,2,09/29/2020,09/01/2021,2010615,724,POINT (-73.89946772617671 40.81543681688283),,N,2,,2,10455.0,03/16/2009 12:00:00 AM +0000,,BECK,,,74387,,,,ST,,,BECK ST,POINT (-73.89946772617671 40.81543681688283),True,False,-73.8994677261767,40.81543681688283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
225371,888936,2,BRONX,2020,2020,2020,LA FONTAINE AVENUE,44720,10457.0,3068,121,2113330.0,6,09/03/2020,09/01/2021,9215971,2020,POINT (-73.89321629596176 40.847844483955924),,N,2,,2,10457.0,06/15/2011 12:00:00 AM +0000,,LAFONTAINE,,,88370,,,,AVE,,,LAFONTAINE AVE,POINT (-73.89321629596176 40.84784448395592),True,False,-73.89321629596176,40.847844483955924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
386699,968258,3,BROOKLYN,986,986,986,JEFFERSON AVENUE,0,,1488,40,3414234.0,3,01/14/2021,09/01/2021,5171871,986,POINT (-73.91824719405083 40.68682676178219),,N,2,,3,11221.0,06/06/2016 12:00:00 AM +0000,10/22/2019 12:00:00 AM +0000,JEFFERSON,,,120890,,,,AVE,,,JEFFERSON AVE,POINT (-73.91824719405083 40.68682676178219),True,False,-73.91824719405082,40.686826761782186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
816728,228776,3,BROOKLYN,92,92,92,CRYSTAL STREET,31030,11208.0,4191,43,3094239.0,5,08/12/2020,09/01/2021,3127757,92,POINT (-73.87486614540731 40.67662980053187),,N,2,,3,11208.0,02/13/2009 12:00:00 AM +0000,,CRYSTAL,,,73844,,,,ST,,,CRYSTAL ST,POINT (-73.87486614540731 40.67662980053187),True,False,-73.87486614540731,40.67662980053187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
382950,925812,3,BROOKLYN,1553,1553,1553,DEAN STREET,31830,11213.0,1340,48,3388820.0,8,09/14/2020,09/01/2021,9208347,1553,POINT (-73.93643660188451 40.67630320623012),,N,1,,3,11213.0,06/15/2011 12:00:00 AM +0000,08/24/2018 12:00:00 AM +0000,DEAN,,,39685,,,,ST,,,DEAN ST,POINT (-73.93643660188451 40.67630320623012),True,False,-73.93643660188452,40.676303206230116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
385242,944269,3,BROOKLYN,125,125,125,SOUTH 1 STREET,0,11249.0,2392,7503,3397439.0,1,10/12/2020,09/01/2021,5164648,125,POINT (-73.96251434580884 40.71429761006729),,N,1,,3,11249.0,02/26/2015 12:00:00 AM +0000,06/03/2019 12:00:00 AM +0000,1,,,84831,,S,,ST,,,S  1 ST,POINT (-73.96251434580884 40.71429761006729),True,False,-73.96251434580884,40.71429761006729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
113970,19520,1,MANHATTAN,167,167,167,EAST 115 STREET,19250,10029.0,1643,27,1052245.0,11,11/18/2020,09/01/2021,1041434,167,POINT (-73.94142882608581 40.79778831004181),,N,1,,1,10029.0,04/06/2009 12:00:00 AM +0000,,115,,,28040,,E,,ST,,,E  115 ST,POINT (-73.94142882608581 40.79778831004181),True,False,-73.94142882608581,40.79778831004182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
136771,20872,1,MANHATTAN,61,61,61,EAST 130 STREET,19550,10037.0,1755,126,1054294.0,11,08/20/2019,11/01/2020,1044303,61,POINT (-73.93764101573136 40.80874497955227),,N,1,,1,10037.0,04/06/2009 12:00:00 AM +0000,01/08/2018 12:00:00 AM +0000,130,,,26937,,E,,ST,,,E  130 ST,POINT (-73.93764101573136 40.80874497955227),True,False,-73.93764101573136,40.80874497955227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
201462,116935,2,BRONX,2305,2305,2305,DR M L KING JR BOULEVARD,70620,10468.0,3218,58,2014745.0,7,08/10/2020,09/01/2021,2026190,2305,POINT (-73.90645733234096 40.86133210131111),,N,1,,2,10468.0,03/16/2009 12:00:00 AM +0000,,DR M L KING JR,,,59552,,,,BLVD,,,DR M L KING JR BLVD,POINT (-73.90645733234096 40.86133210131111),True,False,-73.90645733234095,40.86133210131111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
365379,323808,3,BROOKLYN,87,87,87,LEFFERTS PLACE,55030,11238.0,2015,74,3057681.0,2,09/30/2020,09/01/2021,3073117,87,POINT (-73.96000418716322 40.681277177250095),,N,1,,3,11238.0,02/13/2009 12:00:00 AM +0000,,LEFFERTS,,,98048,,,,PL,,,LEFFERTS PL,POINT (-73.96000418716322 40.6812771772501),True,False,-73.96000418716322,40.681277177250095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
377846,822621,3,BROOKLYN,1381,1381,1413,EAST NEW YORK AVENUE,38330,11212.0,1472,1,3319475.0,16,10/14/2014,09/01/2015,3048703,1819,POINT (-73.91675829316348 40.66996804190757),,R,1,,3,11233.0,02/13/2009 12:00:00 AM +0000,,ST JOHNS,,1831,69082,,,,PL,,,ST JOHNS PL,POINT (-73.91675829316348 40.66996804190757),True,False,-73.91675829316348,40.669968041907566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
378689,841264,3,BROOKLYN,695,695,695,LAFAYETTE AVENUE,54130,11216.0,1785,41,3322130.0,3,01/27/2021,09/01/2021,3062499,695,POINT (-73.94552774906546 40.69070023647756),,N,2,V,3,11216.0,02/13/2009 12:00:00 AM +0000,04/18/2014 12:00:00 AM +0000,LAFAYETTE,,,44621,,,,AVE,,,LAFAYETTE AVE,POINT (-73.94552774906546 40.69070023647756),True,False,-73.94552774906546,40.69070023647756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
205662,122158,2,BRONX,181,181,181,WEST TREMONT AVENUE,76850,10453.0,2879,50,2009060.0,5,09/09/2020,09/01/2021,2016302,1815,POINT (-73.91559211484139 40.85183370003639),,N,1,,2,10453.0,03/16/2009 12:00:00 AM +0000,06/26/2009 12:00:00 AM +0000,ANDREWS,,,87795,,,,AVE,S,,ANDREWS AVE S,POINT (-73.91559211484139 40.85183370003639),True,False,-73.91559211484139,40.851833700036394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
132916,41559,1,MANHATTAN,525,525,525,WEST 141 STREET,36590,10031.0,2073,17,1061788.0,9,09/14/2009,10/01/2010,1053740,525,POINT (-73.95077069503742 40.823364426510565),,N,2,,1,10031.0,04/06/2009 12:00:00 AM +0000,,141,,,21765,,W,,ST,,,W  141 ST,POINT (-73.95077069503742 40.82336442651057),True,False,-73.95077069503742,40.82336442651057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
342254,374729,3,BROOKLYN,304,304,304,ST MARKS AVENUE,80430,11238.0,1152,47,3028504.0,8,11/03/2020,09/01/2021,3035201,92,POINT (-73.96585029106369 40.67780862785059),,N,2,,3,11238.0,02/13/2009 12:00:00 AM +0000,03/27/2017 12:00:00 AM +0000,UNDERHILL,,,39211,,,,AVE,,,UNDERHILL AVE,POINT (-73.96585029106369 40.67780862785059),True,False,-73.96585029106369,40.677808627850595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
329671,377606,3,BROOKLYN,170,170,170,STOCKHOLM STREET,81930,11237.0,3257,10,3074130.0,4,10/19/2020,09/01/2021,3098461,170,POINT (-73.92266076952409 40.69946725965918),,N,2,,3,11221.0,02/13/2009 12:00:00 AM +0000,,STOCKHOLM,,,66880,,,,ST,,,STOCKHOLM ST,POINT (-73.92266076952409 40.69946725965918),True,False,-73.9226607695241,40.69946725965918,3.0,1406.0,2017.0,False,3.0,2966.1111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
329671,377606,3,BROOKLYN,170,170,170,STOCKHOLM STREET,81930,11237.0,3257,10,3074130.0,4,10/19/2020,09/01/2021,3098461,170,POINT (-73.92266076952409 40.69946725965918),,N,2,,3,11221.0,02/13/2009 12:00:00 AM +0000,,STOCKHOLM,,,66880,,,,ST,,,STOCKHOLM ST,POINT (-73.92266076952409 40.69946725965918),True,False,-73.9226607695241,40.69946725965918,4.0,1414.0,2017.2857142857142,False,3.0,2985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
329671,377606,3,BROOKLYN,170,170,170,STOCKHOLM STREET,81930,11237.0,3257,10,3074130.0,4,10/19/2020,09/01/2021,3098461,170,POINT (-73.92266076952409 40.69946725965918),,N,2,,3,11221.0,02/13/2009 12:00:00 AM +0000,,STOCKHOLM,,,66880,,,,ST,,,STOCKHOLM ST,POINT (-73.92266076952409 40.69946725965918),True,False,-73.9226607695241,40.69946725965918,5.0,1422.0,2017.2222222222222,False,3.0,2965.4444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
329671,377606,3,BROOKLYN,170,170,170,STOCKHOLM STREET,81930,11237.0,3257,10,3074130.0,4,10/19/2020,09/01/2021,3098461,170,POINT (-73.92266076952409 40.69946725965918),,N,2,,3,11221.0,02/13/2009 12:00:00 AM +0000,,STOCKHOLM,,,66880,,,,ST,,,STOCKHOLM ST,POINT (-73.92266076952409 40.69946725965918),True,False,-73.9226607695241,40.69946725965918,6.0,1430.0,2017.2857142857142,False,3.0,2985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
329671,377606,3,BROOKLYN,170,170,170,STOCKHOLM STREET,81930,11237.0,3257,10,3074130.0,4,10/19/2020,09/01/2021,3098461,170,POINT (-73.92266076952409 40.69946725965918),,N,2,,3,11221.0,02/13/2009 12:00:00 AM +0000,,STOCKHOLM,,,66880,,,,ST,,,STOCKHOLM ST,POINT (-73.92266076952409 40.69946725965918),True,False,-73.9226607695241,40.69946725965918,7.0,1439.0,2017.1818181818182,False,3.0,2963.6363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
710936,120700,2,BRONX,3001,3001,3003,WEBSTER AVENUE,73720,10458.0,3280,37,2016440.0,7,09/15/2020,09/01/2021,2105184,3001,POINT (-73.8821666793156 40.86834367129147),,N,1,,2,10458.0,03/16/2009 12:00:00 AM +0000,06/20/2017 12:00:00 AM +0000,WEBSTER,,,50476,,,,AVE,,,WEBSTER AVE,POINT (-73.8821666793156 40.86834367129147),True,False,-73.8821666793156,40.86834367129147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
370806,206328,3,BROOKLYN,352,352,352,BEDFORD AVENUE,18630,11249.0,2430,22,3063250.0,1,09/29/2020,09/01/2021,3081410,352,POINT (-73.96283582137933 40.71227856370096),,N,2,,3,11249.0,02/13/2009 12:00:00 AM +0000,06/14/2016 12:00:00 AM +0000,BEDFORD,,,38278,,,,AVE,,,BEDFORD AVE,POINT (-73.96283582137933 40.71227856370096),True,False,-73.96283582137933,40.71227856370096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
311481,374130,3,BROOKLYN,769,769,769,ST JOHNS PLACE,80330,11216.0,1247,74,3031902.0,8,11/17/2020,09/01/2021,3039205,769,POINT (-73.95265252193289 40.67188290634673),,N,1,,3,11216.0,02/13/2009 12:00:00 AM +0000,,ST JOHNS,,,69069,,,,PL,,,ST JOHNS PL,POINT (-73.95265252193289 40.67188290634673),True,False,-73.95265252193289,40.671882906346724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
819469,885636,3,BROOKLYN,368,368,368,VAN SICLEN AVENUE,87130,11207.0,4025,35,3390535.0,5,01/04/2019,09/01/2019,9207692,368,POINT (-73.89009333479063 40.67072332786592),,N,2,,3,11207.0,06/15/2011 12:00:00 AM +0000,,VAN SICLEN,,,74670,,,,AVE,,,VAN SICLEN AVE,POINT (-73.89009333479063 40.67072332786592),True,False,-73.89009333479062,40.67072332786592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
