,date,descr,rent_price,address,BIN,rooms,bedrooms,bath,apt_num,amenities,year,no_proximity_newdev
0,2019-06-24,"Delisted by StayBK LLC. Last priced at $1,899","$1,899",279+lee+avenue+brooklyn,3061407.0,2 rooms,studio,1 bath,4,"['Live-in Super', 'Virtual Doorman', 'NYC Storm Zone 3']",2019.0,True
1,2019-06-07,Later Listed by StayBK LLC,"$1,999",279+lee+avenue+brooklyn,3061407.0,2 rooms,studio,1 bath,4,"['Live-in Super', 'Virtual Doorman', 'NYC Storm Zone 3']",2019.0,True
2,2016-10-02,Next Door Realty NYC Listing rented,"$1,900",279+lee+avenue+brooklyn,3061407.0,2 rooms,studio,1 bath,4,"['Live-in Super', 'Virtual Doorman', 'NYC Storm Zone 3']",2016.0,True
3,2016-08-05,Previously Listed by Next Door Realty NYC,"$1,900",279+lee+avenue+brooklyn,3061407.0,2 rooms,studio,1 bath,4,"['Live-in Super', 'Virtual Doorman', 'NYC Storm Zone 3']",2016.0,True
4,2019-10-28,Price decreased by 1%,"$2,179  ↓",4469+broadway+manhattan,1064467.0,3 rooms,1 bed,1 bath,4,"['Gym', 'Laundry in Building', 'Live-in Super', 'Parking Available', 'Elevator']",2019.0,True
5,2019-10-04,Price decreased by 2%,"$2,204  ↓",4469+broadway+manhattan,1064467.0,3 rooms,1 bed,1 bath,4,"['Gym', 'Laundry in Building', 'Live-in Super', 'Parking Available', 'Elevator']",2019.0,True
6,2019-08-22,Re-listed by Douglas Elliman,"$2,254",4469+broadway+manhattan,1064467.0,3 rooms,1 bed,1 bath,4,"['Gym', 'Laundry in Building', 'Live-in Super', 'Parking Available', 'Elevator']",2019.0,True
7,2019-08-17,Listing is no longer available on StreetEasy,"$2,254",4469+broadway+manhattan,1064467.0,3 rooms,1 bed,1 bath,4,"['Gym', 'Laundry in Building', 'Live-in Super', 'Parking Available', 'Elevator']",2019.0,True
8,2019-08-16,Listed by Douglas Elliman,"$2,254",4469+broadway+manhattan,1064467.0,3 rooms,1 bed,1 bath,4,"['Gym', 'Laundry in Building', 'Live-in Super', 'Parking Available', 'Elevator']",2019.0,True
9,2016-07-11,"Douglas Elliman Listing rented Last priced at $2,210","$2,210",4469+broadway+manhattan,1064467.0,3 rooms,1 bed,1 bath,4,"['Gym', 'Laundry in Building', 'Live-in Super', 'Parking Available', 'Elevator']",2016.0,True
10,2016-05-18,Previously Listed by Douglas Elliman,"$2,260",4469+broadway+manhattan,1064467.0,3 rooms,1 bed,1 bath,4,"['Gym', 'Laundry in Building', 'Live-in Super', 'Parking Available', 'Elevator']",2016.0,True
11,2019-03-01,"Bold New York Listing rented Last priced at $3,495","$3,495",3122+emmons+avenue+brooklyn,3394348.0,"1,900 ft²",$31 per ft²,4 rooms,7,"['Gym', 'NYC Storm Zone 1', 'Doorman', 'Elevator']",2019.0,True
12,2019-01-28,Later Listed by Bold New York,"$3,800",3122+emmons+avenue+brooklyn,3394348.0,"1,900 ft²",$31 per ft²,4 rooms,7,"['Gym', 'NYC Storm Zone 1', 'Doorman', 'Elevator']",2019.0,True
13,2017-03-27,Wilk Real Estate Listing rented,"$4,000",3122+emmons+avenue+brooklyn,3394348.0,"1,900 ft²",$31 per ft²,4 rooms,7,"['Gym', 'NYC Storm Zone 1', 'Doorman', 'Elevator']",2017.0,True
14,2017-03-09,Later Listed by Wilk Real Estate,"$4,000",3122+emmons+avenue+brooklyn,3394348.0,"1,900 ft²",$31 per ft²,4 rooms,7,"['Gym', 'NYC Storm Zone 1', 'Doorman', 'Elevator']",2017.0,True
15,2016-01-08,Listing is no longer available on StreetEasy,"$5,000",3122+emmons+avenue+brooklyn,3394348.0,"1,900 ft²",$31 per ft²,4 rooms,7,"['Gym', 'NYC Storm Zone 1', 'Doorman', 'Elevator']",2016.0,True
16,2019-04-29,First Executive Realty Inc Listing rented,"$1,950",47-38+44+street+queens,4002125.0,"1,000 ft²",$25 per ft²,7 rooms,3,[],2019.0,True
17,2019-04-26,Later Listed by First Executive Realty Inc,"$1,950",47-38+44+street+queens,4002125.0,"1,000 ft²",$25 per ft²,7 rooms,3,[],2019.0,True
18,2017-06-05,First Executive Realty Inc Listing rented,"$2,000",47-38+44+street+queens,4002125.0,"1,000 ft²",$25 per ft²,7 rooms,3,[],2017.0,True
19,2017-04-20,Previously Listed by First Executive Realty Inc,"$2,000",47-38+44+street+queens,4002125.0,"1,000 ft²",$25 per ft²,7 rooms,3,[],2017.0,True
20,2016-09-05,First Executive Realty Inc Listing rented,"$1,900",47-38+44+street+queens,4002125.0,"1,000 ft²",$25 per ft²,7 rooms,3,[],2016.0,True
21,2016-08-02,Previously Listed by First Executive Realty Inc,"$1,900",47-38+44+street+queens,4002125.0,"1,000 ft²",$25 per ft²,7 rooms,3,[],2016.0,True
22,2019-04-29,Compass Listing rented,"$2,050",117+east+35+street+manhattan,1018892.0,2 rooms,studio,1 bath,2,[],2019.0,True
23,2019-04-22,Later Listed by Compass,"$2,050",117+east+35+street+manhattan,1018892.0,2 rooms,studio,1 bath,2,[],2019.0,True
24,2017-04-11,Listing rented,"$1,950",117+east+35+street+manhattan,1018892.0,2 rooms,studio,1 bath,2,[],2017.0,True
25,2017-03-30,Price decreased by 11%,"$1,950  ↓",117+east+35+street+manhattan,1018892.0,2 rooms,studio,1 bath,2,[],2017.0,True
26,2017-03-27,Price decreased by 2%,"$2,200  ↓",117+east+35+street+manhattan,1018892.0,2 rooms,studio,1 bath,2,[],2017.0,True
27,2017-02-16,Listed by Citi Habitats,"$2,250",117+east+35+street+manhattan,1018892.0,2 rooms,studio,1 bath,2,[],2017.0,True
28,2019-04-29,Compass Listing rented,"$2,050",117+east+35+street+manhattan,1018892.0,2 rooms,studio,1 bath,3,[],2019.0,True
29,2019-04-22,Later Listed by Compass,"$2,050",117+east+35+street+manhattan,1018892.0,2 rooms,studio,1 bath,3,[],2019.0,True
30,2017-04-11,"Citi Habitats Listing rented Last priced at $1,950","$1,950",117+east+35+street+manhattan,1018892.0,2 rooms,studio,1 bath,3,[],2017.0,True
31,2017-02-16,Previously Listed by Citi Habitats,"$2,250",117+east+35+street+manhattan,1018892.0,2 rooms,studio,1 bath,3,[],2017.0,True
32,2019-04-29,Compass Listing rented,"$2,050",117+east+35+street+manhattan,1018892.0,2 rooms,studio,1 bath,7,[],2019.0,True
33,2019-04-22,Later Listed by Compass,"$2,050",117+east+35+street+manhattan,1018892.0,2 rooms,studio,1 bath,7,[],2019.0,True
34,2017-04-11,"Citi Habitats Listing rented Last priced at $1,950","$1,950",117+east+35+street+manhattan,1018892.0,2 rooms,studio,1 bath,7,[],2017.0,True
35,2017-02-16,Later Listed by Citi Habitats,"$2,250",117+east+35+street+manhattan,1018892.0,2 rooms,studio,1 bath,7,[],2017.0,True
36,2019-08-08,Simply Brooklyn Realty Inc Listing rented,"$3,200",167+graham+avenue+brooklyn,3071118.0,4 rooms,2 beds,1 bath,2,"['Bike Room', 'Laundry in Building', 'Parking Available', 'Storage Available', 'Roof Deck', 'NYC Storm Zone 6']",2019.0,False
37,2019-07-29,Previously Listed by Simply Brooklyn Realty Inc,"$3,200",167+graham+avenue+brooklyn,3071118.0,4 rooms,2 beds,1 bath,2,"['Bike Room', 'Laundry in Building', 'Parking Available', 'Storage Available', 'Roof Deck', 'NYC Storm Zone 6']",2019.0,False
38,2017-09-04,Nooklyn.com LLC Listing rented,"$3,100",167+graham+avenue+brooklyn,3071118.0,4 rooms,2 beds,1 bath,2,"['Bike Room', 'Laundry in Building', 'Parking Available', 'Storage Available', 'Roof Deck', 'NYC Storm Zone 6']",2017.0,False
39,2017-08-03,Previously Listed by Nooklyn.com LLC,"$3,100",167+graham+avenue+brooklyn,3071118.0,4 rooms,2 beds,1 bath,2,"['Bike Room', 'Laundry in Building', 'Parking Available', 'Storage Available', 'Roof Deck', 'NYC Storm Zone 6']",2017.0,False
40,2019-07-23,Compass Listing rented,"$2,695",5355+henry+hudson+parkway+west+bronx,2086250.0,4 rooms,2 beds,2 baths,2,"['Doorman', 'Elevator']",2019.0,True
41,2019-07-16,Later Listed by Compass,"$2,695",5355+henry+hudson+parkway+west+bronx,2086250.0,4 rooms,2 beds,2 baths,2,"['Doorman', 'Elevator']",2019.0,True
42,2019-06-06,Delisted by Halstead Real Estate,"$2,695",5355+henry+hudson+parkway+west+bronx,2086250.0,4 rooms,2 beds,2 baths,2,"['Doorman', 'Elevator']",2019.0,True
43,2019-04-26,Later Listed by Halstead Real Estate,"$2,695",5355+henry+hudson+parkway+west+bronx,2086250.0,4 rooms,2 beds,2 baths,2,"['Doorman', 'Elevator']",2019.0,True
44,2017-08-17,Halstead Real Estate Listing rented,"$2,600",5355+henry+hudson+parkway+west+bronx,2086250.0,4 rooms,2 beds,2 baths,2,"['Doorman', 'Elevator']",2017.0,True
45,2017-08-10,Later Listed by Halstead Real Estate,"$2,600",5355+henry+hudson+parkway+west+bronx,2086250.0,4 rooms,2 beds,2 baths,2,"['Doorman', 'Elevator']",2017.0,True
46,2017-07-31,Off market temporarily,"$2,600",5355+henry+hudson+parkway+west+bronx,2086250.0,4 rooms,2 beds,2 baths,2,"['Doorman', 'Elevator']",2017.0,True
47,2017-07-17,Later Listed by Wap Realty Group,"$2,600",5355+henry+hudson+parkway+west+bronx,2086250.0,4 rooms,2 beds,2 baths,2,"['Doorman', 'Elevator']",2017.0,True
48,2019-09-26,Delisted by Charney Real Estate,"$1,900",5355+henry+hudson+parkway+west+bronx,2086250.0,3.5 rooms,1 bed,1 bath,3,"['Doorman', 'Elevator']",2019.0,True
49,2019-08-06,Later Listed by Charney Real Estate,"$1,900",5355+henry+hudson+parkway+west+bronx,2086250.0,3.5 rooms,1 bed,1 bath,3,"['Doorman', 'Elevator']",2019.0,True
50,2019-02-11,Listing is no longer available on StreetEasy,"$1,850",5355+henry+hudson+parkway+west+bronx,2086250.0,3.5 rooms,1 bed,1 bath,3,"['Doorman', 'Elevator']",2019.0,True
51,2019-01-03,Price decreased by 2%,"$1,850  ↓",5355+henry+hudson+parkway+west+bronx,2086250.0,3.5 rooms,1 bed,1 bath,3,"['Doorman', 'Elevator']",2019.0,True
52,2017-06-26,Wap Realty Group Listing rented,"$1,850",5355+henry+hudson+parkway+west+bronx,2086250.0,3.5 rooms,1 bed,1 bath,3,"['Doorman', 'Elevator']",2017.0,True
53,2017-06-05,Previously Listed by Wap Realty Group,"$1,850",5355+henry+hudson+parkway+west+bronx,2086250.0,3.5 rooms,1 bed,1 bath,3,"['Doorman', 'Elevator']",2017.0,True
54,2019-09-16,Newcastle Realty Services Listing is no longer available on StreetEasy,"$2,800",154+west+76+street+manhattan,1030154.0,3 rooms,1 bed,1 bath,3,[],2019.0,True
55,2019-08-29,Later Listed by Newcastle Realty Services,"$2,800",154+west+76+street+manhattan,1030154.0,3 rooms,1 bed,1 bath,3,[],2019.0,True
56,2017-03-07,Listing is no longer available on StreetEasy,"$2,600",154+west+76+street+manhattan,1030154.0,3 rooms,1 bed,1 bath,3,[],2017.0,True
57,2016-11-09,Listed by Keller Williams NYC,"$2,600",154+west+76+street+manhattan,1030154.0,3 rooms,1 bed,1 bath,3,[],2016.0,True
58,2019-09-16,Newcastle Realty Services Listing is no longer available on StreetEasy,"$2,800",154+west+76+street+manhattan,1030154.0,3 rooms,1 bed,1 bath,6,[],2019.0,True
59,2019-08-29,Later Listed by Newcastle Realty Services,"$2,800",154+west+76+street+manhattan,1030154.0,3 rooms,1 bed,1 bath,6,[],2019.0,True
60,2017-03-07,Keller Williams NYC Listing is no longer available on StreetEasy,"$2,600",154+west+76+street+manhattan,1030154.0,3 rooms,1 bed,1 bath,6,[],2017.0,True
61,2016-11-09,Previously Listed by Keller Williams NYC,"$2,600",154+west+76+street+manhattan,1030154.0,3 rooms,1 bed,1 bath,6,[],2016.0,True
62,2019-12-06,Listed by Weichert Properties - Soho,"$2,650",232+east+12+street+manhattan,1006835.0,2 rooms,studio,1 bath,3,"['Laundry in Building', 'Live-in Super', 'Elevator']",2019.0,False
63,2017-09-08,Previously Listed by Weichert Properties - Soho,"$2,690",232+east+12+street+manhattan,1006835.0,2 rooms,studio,1 bath,3,"['Laundry in Building', 'Live-in Super', 'Elevator']",2017.0,False
64,2019-08-26,Weichert Properties - Soho Listing rented,"$3,449",232+east+12+street+manhattan,1006835.0,3 rooms,1 bed,1 bath,7,"['Laundry in Building', 'Live-in Super', 'Elevator']",2019.0,False
65,2019-08-21,Later Listed by Weichert Properties - Soho,"$3,449",232+east+12+street+manhattan,1006835.0,3 rooms,1 bed,1 bath,7,"['Laundry in Building', 'Live-in Super', 'Elevator']",2019.0,False
66,2017-08-25,Listing is no longer available on StreetEasy,"$3,300",232+east+12+street+manhattan,1006835.0,3 rooms,1 bed,1 bath,7,"['Laundry in Building', 'Live-in Super', 'Elevator']",2017.0,False
67,2017-08-24,Listing entered contract,"$3,300",232+east+12+street+manhattan,1006835.0,3 rooms,1 bed,1 bath,7,"['Laundry in Building', 'Live-in Super', 'Elevator']",2017.0,False
68,2017-08-23,Listed by Weichert Properties - Soho,"$3,300",232+east+12+street+manhattan,1006835.0,3 rooms,1 bed,1 bath,7,"['Laundry in Building', 'Live-in Super', 'Elevator']",2017.0,False
69,2019-06-02,Ideal Properties Group Listing rented,"$2,300",235+adams+street+brooklyn,3325917.0,1 room,studio,1 bath,1,"['Bike Room', 'Gym', 'Laundry in Building', 'Live-in Super', 'Parking Available', 'Storage Available', 'Roof Deck', 'Elevator', 'Full-time Doorman']",2019.0,True
70,2019-05-31,Previously Listed by Ideal Properties Group,"$2,300",235+adams+street+brooklyn,3325917.0,1 room,studio,1 bath,1,"['Bike Room', 'Gym', 'Laundry in Building', 'Live-in Super', 'Parking Available', 'Storage Available', 'Roof Deck', 'Elevator', 'Full-time Doorman']",2019.0,True
71,2016-11-27,"Akam Sales and Brokerage Listing rented Last priced at $2,350","$2,350",235+adams+street+brooklyn,3325917.0,1 room,studio,1 bath,1,"['Bike Room', 'Gym', 'Laundry in Building', 'Live-in Super', 'Parking Available', 'Storage Available', 'Roof Deck', 'Elevator', 'Full-time Doorman']",2016.0,True
72,2016-10-03,Previously Listed by Akam Sales and Brokerage,"$2,400",235+adams+street+brooklyn,3325917.0,1 room,studio,1 bath,1,"['Bike Room', 'Gym', 'Laundry in Building', 'Live-in Super', 'Parking Available', 'Storage Available', 'Roof Deck', 'Elevator', 'Full-time Doorman']",2016.0,True
73,2019-10-08,Douglas Elliman Listing is no longer available on StreetEasy,"$3,200",77+east+110+street+manhattan,1089776.0,4 rooms,2 beds,1.5 baths,1,"['Bike Room', 'Gym', 'Laundry in Building', 'Virtual Doorman', 'Roof Deck', 'NYC Storm Zone 4']",2019.0,False
74,2019-09-18,Later Listed by Douglas Elliman,"$3,200",77+east+110+street+manhattan,1089776.0,4 rooms,2 beds,1.5 baths,1,"['Bike Room', 'Gym', 'Laundry in Building', 'Virtual Doorman', 'Roof Deck', 'NYC Storm Zone 4']",2019.0,False
75,2016-11-18,Listing is no longer available on StreetEasy,"$2,850",77+east+110+street+manhattan,1089776.0,4 rooms,2 beds,1.5 baths,1,"['Bike Room', 'Gym', 'Laundry in Building', 'Virtual Doorman', 'Roof Deck', 'NYC Storm Zone 4']",2016.0,False
76,2016-10-24,Re-listed by Brown Harris Stevens,"$2,850",77+east+110+street+manhattan,1089776.0,4 rooms,2 beds,1.5 baths,1,"['Bike Room', 'Gym', 'Laundry in Building', 'Virtual Doorman', 'Roof Deck', 'NYC Storm Zone 4']",2016.0,False
77,2016-10-18,Listing is no longer available on StreetEasy,"$2,950",77+east+110+street+manhattan,1089776.0,4 rooms,2 beds,1.5 baths,1,"['Bike Room', 'Gym', 'Laundry in Building', 'Virtual Doorman', 'Roof Deck', 'NYC Storm Zone 4']",2016.0,False
78,2016-09-23,Price decreased by 6%,"$2,950  ↓",77+east+110+street+manhattan,1089776.0,4 rooms,2 beds,1.5 baths,1,"['Bike Room', 'Gym', 'Laundry in Building', 'Virtual Doorman', 'Roof Deck', 'NYC Storm Zone 4']",2016.0,False
79,2016-09-08,Price decreased by 7%,"$3,150  ↓",77+east+110+street+manhattan,1089776.0,4 rooms,2 beds,1.5 baths,1,"['Bike Room', 'Gym', 'Laundry in Building', 'Virtual Doorman', 'Roof Deck', 'NYC Storm Zone 4']",2016.0,False
80,2016-08-19,Listed by Brown Harris Stevens,"$3,400",77+east+110+street+manhattan,1089776.0,4 rooms,2 beds,1.5 baths,1,"['Bike Room', 'Gym', 'Laundry in Building', 'Virtual Doorman', 'Roof Deck', 'NYC Storm Zone 4']",2016.0,False
81,2019-12-17,"Off market temporarily Last priced at $3,398","$3,398",77+east+110+street+manhattan,1089776.0,"1,033 ft²",$38 per ft²,3 rooms,3,"['Bike Room', 'Gym', 'Laundry in Building', 'Virtual Doorman', 'Roof Deck', 'NYC Storm Zone 4']",2019.0,False
82,2019-12-03,Later Listed by Owner,"$3,495",77+east+110+street+manhattan,1089776.0,"1,033 ft²",$38 per ft²,3 rooms,3,"['Bike Room', 'Gym', 'Laundry in Building', 'Virtual Doorman', 'Roof Deck', 'NYC Storm Zone 4']",2019.0,False
83,2019-01-28,Off market temporarily,"$3,295",77+east+110+street+manhattan,1089776.0,"1,033 ft²",$38 per ft²,3 rooms,3,"['Bike Room', 'Gym', 'Laundry in Building', 'Virtual Doorman', 'Roof Deck', 'NYC Storm Zone 4']",2019.0,False
84,2019-01-02,"Listed in StreetEasy, but temporarily delisted, by Compass","$3,295",77+east+110+street+manhattan,1089776.0,"1,033 ft²",$38 per ft²,3 rooms,3,"['Bike Room', 'Gym', 'Laundry in Building', 'Virtual Doorman', 'Roof Deck', 'NYC Storm Zone 4']",2019.0,False
85,2016-01-15,Citi Habitats Listing rented,"$3,099",77+east+110+street+manhattan,1089776.0,"1,033 ft²",$38 per ft²,3 rooms,3,"['Bike Room', 'Gym', 'Laundry in Building', 'Virtual Doorman', 'Roof Deck', 'NYC Storm Zone 4']",2016.0,False
86,2019-04-22,Citi Habitats Listing is no longer available on StreetEasy,"$3,800",77+west+104+street+manhattan,1055487.0,"1,300 ft²",$34 per ft²,5 rooms,2,[],2019.0,False
87,2019-04-18,"Sovereign Associates Listing rented Last priced at $3,800","$3,800",77+west+104+street+manhattan,1055487.0,"1,300 ft²",$34 per ft²,5 rooms,2,[],2019.0,False
88,2019-03-14,Previously Listed by Sovereign Associates,"$3,700",77+west+104+street+manhattan,1055487.0,"1,300 ft²",$34 per ft²,5 rooms,2,[],2019.0,False
89,2019-02-21,Bohemia Realty Group Listing is no longer available on StreetEasy,"$3,800",77+west+104+street+manhattan,1055487.0,"1,300 ft²",$34 per ft²,5 rooms,2,[],2019.0,False
90,2019-02-13,Previously Listed by Bohemia Realty Group,"$3,800",77+west+104+street+manhattan,1055487.0,"1,300 ft²",$34 per ft²,5 rooms,2,[],2019.0,False
91,2017-08-16,Sovereign Associates Listing rented,"$3,700",77+west+104+street+manhattan,1055487.0,"1,300 ft²",$34 per ft²,5 rooms,2,[],2017.0,False
92,2017-08-14,Previously Listed by Sovereign Associates,"$3,700",77+west+104+street+manhattan,1055487.0,"1,300 ft²",$34 per ft²,5 rooms,2,[],2017.0,False
93,2017-03-16,"Keller Williams NYC Listing is no longer available on StreetEasy Last priced at $3,600","$3,600",77+west+104+street+manhattan,1055487.0,"1,300 ft²",$34 per ft²,5 rooms,2,[],2017.0,False
94,2017-02-08,Previously Listed by Keller Williams NYC,"$3,900",77+west+104+street+manhattan,1055487.0,"1,300 ft²",$34 per ft²,5 rooms,2,[],2017.0,False
95,2019-02-22,Citi Habitats Listing rented,"$2,900",77+west+104+street+manhattan,1055487.0,650 ft²,$51 per ft²,3.5 rooms,4,[],2019.0,False
96,2017-08-14,Listing rented,"$2,800",77+west+104+street+manhattan,1055487.0,650 ft²,$51 per ft²,3.5 rooms,4,[],2017.0,False
97,2017-08-01,Listed by Sovereign Associates,"$2,800",77+west+104+street+manhattan,1055487.0,650 ft²,$51 per ft²,3.5 rooms,4,[],2017.0,False
98,2019-09-19,"Citi Habitats Listing rented Last priced at $3,700","$3,700",77+west+104+street+manhattan,1055487.0,"1,500 ft²",$28 per ft²,5 rooms,6,[],2019.0,False
99,2019-07-19,Previously Listed by Citi Habitats,"$3,995",77+west+104+street+manhattan,1055487.0,"1,500 ft²",$28 per ft²,5 rooms,6,[],2019.0,False
100,2019-07-16,Previously Listed by Sovereign Associates,"$3,995",77+west+104+street+manhattan,1055487.0,"1,500 ft²",$28 per ft²,5 rooms,6,[],2019.0,False
101,2017-07-11,Sovereign Associates Listing rented,"$3,700",77+west+104+street+manhattan,1055487.0,"1,500 ft²",$28 per ft²,5 rooms,6,[],2017.0,False
102,2017-06-24,Previously Listed by Sovereign Associates,"$3,700",77+west+104+street+manhattan,1055487.0,"1,500 ft²",$28 per ft²,5 rooms,6,[],2017.0,False
103,2019-09-12,"Keller Williams NYC Listing is no longer available on StreetEasy Last priced at $5,500","$5,500",280+west+115+street+manhattan,1055217.0,"1,400 ft²",$38 per ft²,6 rooms,3,[],2019.0,False
104,2019-08-30,Later Listed by Keller Williams NYC,"$4,995",280+west+115+street+manhattan,1055217.0,"1,400 ft²",$38 per ft²,6 rooms,3,[],2019.0,False
105,2017-10-25,Keller Williams NYC Listing is no longer available on StreetEasy,"$4,995",280+west+115+street+manhattan,1055217.0,"1,400 ft²",$38 per ft²,6 rooms,3,[],2017.0,False
106,2017-09-14,Later Listed by Keller Williams NYC,"$4,995",280+west+115+street+manhattan,1055217.0,"1,400 ft²",$38 per ft²,6 rooms,3,[],2017.0,False
107,2019-07-11,Keller Williams NYC Listing is no longer available on StreetEasy,"$4,200",223+west+115+street+manhattan,1055230.0,5 rooms,3 beds,1 bath,6,[],2019.0,False
108,2019-06-25,Later Listed by Keller Williams NYC,"$4,200",223+west+115+street+manhattan,1055230.0,5 rooms,3 beds,1 bath,6,[],2019.0,False
109,2017-07-18,Listing is no longer available on StreetEasy,"$4,100",223+west+115+street+manhattan,1055230.0,5 rooms,3 beds,1 bath,6,[],2017.0,False
110,2017-05-18,Listed by Keller Williams NYC,"$4,100",223+west+115+street+manhattan,1055230.0,5 rooms,3 beds,1 bath,6,[],2017.0,False
111,2016-05-07,"Keller Williams NYC Listing is no longer available on StreetEasy Last priced at $3,950","$3,950",223+west+115+street+manhattan,1055230.0,5 rooms,3 beds,1 bath,6,[],2016.0,False
112,2016-03-19,Previously Listed by Keller Williams NYC,"$4,000",223+west+115+street+manhattan,1055230.0,5 rooms,3 beds,1 bath,6,[],2016.0,False
113,2019-07-20,Bond New York Listing rented,"$3,000",146+east+123+street+manhattan,1054419.0,6 rooms,3 beds,1 bath,2,['NYC Storm Zone 4'],2019.0,False
114,2019-05-05,Later Listed by Bond New York,"$3,000",146+east+123+street+manhattan,1054419.0,6 rooms,3 beds,1 bath,2,['NYC Storm Zone 4'],2019.0,False
115,2017-06-20,Uptown Property Group Listing rented,"$2,799",146+east+123+street+manhattan,1054419.0,6 rooms,3 beds,1 bath,2,['NYC Storm Zone 4'],2017.0,False
116,2017-05-03,Later Listed by Uptown Property Group,"$2,799",146+east+123+street+manhattan,1054419.0,6 rooms,3 beds,1 bath,2,['NYC Storm Zone 4'],2017.0,False
117,2019-07-20,Bond New York Listing rented,"$3,000",146+east+123+street+manhattan,1054419.0,"1,200 ft²",$27 per ft²,6 rooms,6,['NYC Storm Zone 4'],2019.0,False
118,2019-05-05,Later Listed by Bond New York,"$3,000",146+east+123+street+manhattan,1054419.0,"1,200 ft²",$27 per ft²,6 rooms,6,['NYC Storm Zone 4'],2019.0,False
119,2017-06-20,Listing rented,"$2,799",146+east+123+street+manhattan,1054419.0,"1,200 ft²",$27 per ft²,6 rooms,6,['NYC Storm Zone 4'],2017.0,False
120,2017-06-16,Listing entered contract,"$2,799",146+east+123+street+manhattan,1054419.0,"1,200 ft²",$27 per ft²,6 rooms,6,['NYC Storm Zone 4'],2017.0,False
121,2017-05-03,Listed by Uptown Property Group,"$2,799",146+east+123+street+manhattan,1054419.0,"1,200 ft²",$27 per ft²,6 rooms,6,['NYC Storm Zone 4'],2017.0,False
122,2019-07-20,Listing rented,"$3,000",146+east+123+street+manhattan,1054419.0,"1,200 ft²",$30 per ft²,5 rooms,7,['NYC Storm Zone 4'],2019.0,False
123,2019-05-05,Listed by Bond New York,"$3,000",146+east+123+street+manhattan,1054419.0,"1,200 ft²",$30 per ft²,5 rooms,7,['NYC Storm Zone 4'],2019.0,False
124,2017-06-20,Uptown Property Group Listing rented,"$2,799",146+east+123+street+manhattan,1054419.0,"1,200 ft²",$30 per ft²,5 rooms,7,['NYC Storm Zone 4'],2017.0,False
125,2017-05-03,Previously Listed by Uptown Property Group,"$2,799",146+east+123+street+manhattan,1054419.0,"1,200 ft²",$30 per ft²,5 rooms,7,['NYC Storm Zone 4'],2017.0,False
126,2019-11-21,Listing is no longer available on StreetEasy,"$1,575",8815+3+avenue+brooklyn,3154052.0,3 rooms,studio,1 bath,3,[],2019.0,True
127,2019-11-21,Listing is no longer available on StreetEasy,"$1,575",8815+3+avenue+brooklyn,3154052.0,3 rooms,studio,1 bath,3,[],2019.0,True
128,2019-10-01,Listed by Gama Group,"$1,575",8815+3+avenue+brooklyn,3154052.0,3 rooms,studio,1 bath,3,[],2019.0,True
129,2019-10-01,Listed by Gama Group,"$1,575",8815+3+avenue+brooklyn,3154052.0,3 rooms,studio,1 bath,3,[],2019.0,True
130,2017-01-02,Listing rented,"$1,285",8815+3+avenue+brooklyn,3154052.0,2 rooms,studio,1 bath,3,[],2017.0,True
131,2017-01-02,Listing rented,"$1,285",8815+3+avenue+brooklyn,3154052.0,2 rooms,studio,1 bath,3,[],2017.0,True
132,2016-12-17,Listed by Realty Nerd,"$1,285",8815+3+avenue+brooklyn,3154052.0,2 rooms,studio,1 bath,3,[],2016.0,True
133,2016-12-17,Listed by Realty Nerd,"$1,285",8815+3+avenue+brooklyn,3154052.0,2 rooms,studio,1 bath,3,[],2016.0,True
134,2019-01-24,Delisted,"$2,400",1469+st+marks+avenue+brooklyn,3039070.0,5 rooms,3 beds,2 baths,2,[],2019.0,False
135,2019-01-11,Listed by Blue Egg Realty Corp,"$2,400",1469+st+marks+avenue+brooklyn,3039070.0,5 rooms,3 beds,2 baths,2,[],2019.0,False
136,2017-02-22,Blue Egg Realty Corp Listing rented,"$2,200",1469+st+marks+avenue+brooklyn,3039070.0,5 rooms,3 beds,2 baths,2,[],2017.0,False
137,2017-01-15,Previously Listed by Blue Egg Realty Corp,"$2,200",1469+st+marks+avenue+brooklyn,3039070.0,5 rooms,3 beds,2 baths,2,[],2017.0,False
138,2016-08-11,Blue Egg Realty Corp Listing rented,"$1,900",1469+st+marks+avenue+brooklyn,3039070.0,5 rooms,3 beds,2 baths,2,[],2016.0,False
139,2016-07-20,Previously Listed by Blue Egg Realty Corp,"$1,900",1469+st+marks+avenue+brooklyn,3039070.0,5 rooms,3 beds,2 baths,2,[],2016.0,False
140,2019-01-24,Delisted by Blue Egg Realty Corp,"$2,400",1469+st+marks+avenue+brooklyn,3039070.0,4 rooms,3 beds,3 baths,3,[],2019.0,False
141,2019-01-11,Later Listed by Blue Egg Realty Corp,"$2,400",1469+st+marks+avenue+brooklyn,3039070.0,4 rooms,3 beds,3 baths,3,[],2019.0,False
142,2017-02-22,Listing rented,"$2,200",1469+st+marks+avenue+brooklyn,3039070.0,4 rooms,3 beds,3 baths,3,[],2017.0,False
143,2017-01-27,Listing entered contract,"$2,200",1469+st+marks+avenue+brooklyn,3039070.0,4 rooms,3 beds,3 baths,3,[],2017.0,False
144,2017-01-15,Listed by Blue Egg Realty Corp,"$2,200",1469+st+marks+avenue+brooklyn,3039070.0,4 rooms,3 beds,3 baths,3,[],2017.0,False
