,date,descr,rent_price,address,BIN,rooms,bedrooms,bath,apt_num,amenities,year,no_proximity_newdev
728,2016-11-01,Previously Listed by Rental Solutions Inc,"$2,200",1131+dean+street+brooklyn,3030031.0,800 ft²,$37 per ft²,3 rooms,4,[],2016.0,False
729,2019-05-19,"RCO Realty Inc Listing rented Last priced at $3,400","$3,400",1124+greene+avenue+brooklyn,3075323.0,5 rooms,4 beds,1.5 baths,1,[],2019.0,False
730,2019-04-29,Later Listed by RCO Realty Inc,"$3,500",1124+greene+avenue+brooklyn,3075323.0,5 rooms,4 beds,1.5 baths,1,[],2019.0,False
731,2017-06-01,Listing rented,"$3,250",1124+greene+avenue+brooklyn,3075323.0,5 rooms,4 beds,1.5 baths,1,[],2017.0,False
732,2017-05-23,Listing entered contract,"$3,250",1124+greene+avenue+brooklyn,3075323.0,5 rooms,4 beds,1.5 baths,1,[],2017.0,False
733,2017-05-03,Listed by Douglas Elliman,"$3,250",1124+greene+avenue+brooklyn,3075323.0,5 rooms,4 beds,1.5 baths,1,[],2017.0,False
734,2019-05-19,Listing rented,"$3,400",1124+greene+avenue+brooklyn,3075323.0,"1,500 ft²",$27 per ft²,6 rooms,3,[],2019.0,False
735,2019-05-13,Price decreased by 3%,"$3,400  ↓",1124+greene+avenue+brooklyn,3075323.0,"1,500 ft²",$27 per ft²,6 rooms,3,[],2019.0,False
736,2019-04-29,Listed by RCO Realty Inc,"$3,500",1124+greene+avenue+brooklyn,3075323.0,"1,500 ft²",$27 per ft²,6 rooms,3,[],2019.0,False
737,2017-06-01,Douglas Elliman Listing rented,"$3,250",1124+greene+avenue+brooklyn,3075323.0,"1,500 ft²",$27 per ft²,6 rooms,3,[],2017.0,False
738,2017-05-03,Previously Listed by Douglas Elliman,"$3,250",1124+greene+avenue+brooklyn,3075323.0,"1,500 ft²",$27 per ft²,6 rooms,3,[],2017.0,False
739,2019-09-20,Listing rented,"$1,700",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,3,[],2019.0,True
740,2019-09-20,Listing rented,"$1,700",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,3,[],2019.0,True
741,2019-09-06,Listed by Highline Residential,"$1,700",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,3,[],2019.0,True
742,2019-09-06,Listed by Highline Residential,"$1,700",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,3,[],2019.0,True
743,2017-07-17,Citi Habitats Listing is no longer available on StreetEasy,"$1,550",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,3,[],2017.0,True
744,2017-07-17,Citi Habitats Listing is no longer available on StreetEasy,"$1,550",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,3,[],2017.0,True
745,2017-06-21,Previously Listed by Citi Habitats,"$1,550",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,3,[],2017.0,True
746,2017-06-21,Previously Listed by Citi Habitats,"$1,550",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,3,[],2017.0,True
747,2019-09-20,Highline Residential Listing rented,"$1,700",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,6,[],2019.0,True
748,2019-09-20,Highline Residential Listing rented,"$1,700",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,6,[],2019.0,True
749,2019-09-06,Later Listed by Highline Residential,"$1,700",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,6,[],2019.0,True
750,2019-09-06,Later Listed by Highline Residential,"$1,700",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,6,[],2019.0,True
751,2017-07-17,Listing is no longer available on StreetEasy,"$1,550",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,6,[],2017.0,True
752,2017-07-17,Listing is no longer available on StreetEasy,"$1,550",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,6,[],2017.0,True
753,2017-06-21,Listed by Citi Habitats,"$1,550",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,6,[],2017.0,True
754,2017-06-21,Listed by Citi Habitats,"$1,550",37-10+76+street+queens,4029851.0,2 rooms,studio,1 bath,6,[],2017.0,True
755,2019-08-08,Landmark Resources Listing rented,"$3,795",264+west+19+street+manhattan,1013886.0,4 rooms,2 beds,1 bath,5,"['Live-in Super', 'NYC Storm Zone 5']",2019.0,True
756,2019-08-01,Later Listed by Landmark Resources,"$3,795",264+west+19+street+manhattan,1013886.0,4 rooms,2 beds,1 bath,5,"['Live-in Super', 'NYC Storm Zone 5']",2019.0,True
757,2017-06-09,Landmark Resources Listing rented,"$3,835",264+west+19+street+manhattan,1013886.0,4 rooms,2 beds,1 bath,5,"['Live-in Super', 'NYC Storm Zone 5']",2017.0,True
758,2017-05-05,Later Listed by Landmark Resources,"$3,835",264+west+19+street+manhattan,1013886.0,4 rooms,2 beds,1 bath,5,"['Live-in Super', 'NYC Storm Zone 5']",2017.0,True
759,2016-05-17,Listing rented,"$3,700",264+west+19+street+manhattan,1013886.0,4 rooms,2 beds,1 bath,5,"['Live-in Super', 'NYC Storm Zone 5']",2016.0,True
760,2016-05-02,Listed by Landmark Resources,"$3,700",264+west+19+street+manhattan,1013886.0,4 rooms,2 beds,1 bath,5,"['Live-in Super', 'NYC Storm Zone 5']",2016.0,True
761,2019-04-07,Brown Harris Stevens Listing is no longer available on StreetEasy,"$2,500",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,1,['NYC Storm Zone 3'],2019.0,False
762,2019-03-27,Later Listed by Brown Harris Stevens,"$2,500",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,1,['NYC Storm Zone 3'],2019.0,False
763,2019-03-22,Halstead Real Estate Listing is no longer available on StreetEasy,"$2,450",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,1,['NYC Storm Zone 3'],2019.0,False
764,2019-03-20,Later Listed by Halstead Real Estate,"$2,450",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,1,['NYC Storm Zone 3'],2019.0,False
765,2019-03-04,"Later Listed in StreetEasy, but no longer available on StreetEasy, by DMB Properties Inc","$2,499",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,1,['NYC Storm Zone 3'],2019.0,False
766,2017-05-10,"Halstead Real Estate Listing is no longer available on StreetEasy Last priced at $2,450","$2,450",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,1,['NYC Storm Zone 3'],2017.0,False
767,2017-05-09,"Citi Habitats Listing is no longer available on StreetEasy Last priced at $2,450","$2,450",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,1,['NYC Storm Zone 3'],2017.0,False
768,2017-04-19,"Listed in StreetEasy, but no longer available on StreetEasy, by Citi Habitats","$2,585",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,1,['NYC Storm Zone 3'],2017.0,False
769,2017-04-10,Previously Listed by Halstead Real Estate,"$2,600",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,1,['NYC Storm Zone 3'],2017.0,False
770,2019-04-07,Brown Harris Stevens Listing is no longer available on StreetEasy,"$2,500",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,2,['NYC Storm Zone 3'],2019.0,False
771,2019-03-27,Later Listed by Brown Harris Stevens,"$2,500",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,2,['NYC Storm Zone 3'],2019.0,False
772,2019-03-22,Halstead Real Estate Listing is no longer available on StreetEasy,"$2,450",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,2,['NYC Storm Zone 3'],2019.0,False
773,2019-03-20,Later Listed by Halstead Real Estate,"$2,450",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,2,['NYC Storm Zone 3'],2019.0,False
774,2019-03-04,"Later Listed in StreetEasy, but no longer available on StreetEasy, by DMB Properties Inc","$2,499",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,2,['NYC Storm Zone 3'],2019.0,False
775,2017-05-10,"Halstead Real Estate Listing is no longer available on StreetEasy Last priced at $2,450","$2,450",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,2,['NYC Storm Zone 3'],2017.0,False
776,2017-05-09,Listing is no longer available on StreetEasy,"$2,450",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,2,['NYC Storm Zone 3'],2017.0,False
777,2017-05-01,Price decreased by 2%,"$2,450  ↓",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,2,['NYC Storm Zone 3'],2017.0,False
778,2017-04-25,Price decreased by 3%,"$2,499  ↓",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,2,['NYC Storm Zone 3'],2017.0,False
779,2017-04-19,Listed by Citi Habitats,"$2,585",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,2,['NYC Storm Zone 3'],2017.0,False
780,2017-04-10,Previously Listed by Halstead Real Estate,"$2,600",159+east+107+street+manhattan,1052075.0,4.5 rooms,2 beds,1 bath,2,['NYC Storm Zone 3'],2017.0,False
781,2019-04-07,Brown Harris Stevens Listing is no longer available on StreetEasy,"$2,500",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,3,['NYC Storm Zone 3'],2019.0,False
782,2019-03-27,Later Listed by Brown Harris Stevens,"$2,500",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,3,['NYC Storm Zone 3'],2019.0,False
783,2019-03-22,Halstead Real Estate Listing is no longer available on StreetEasy,"$2,450",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,3,['NYC Storm Zone 3'],2019.0,False
784,2019-03-20,Later Listed by Halstead Real Estate,"$2,450",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,3,['NYC Storm Zone 3'],2019.0,False
785,2019-03-04,"Listed in StreetEasy, but no longer available on StreetEasy, by DMB Properties Inc","$2,499",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,3,['NYC Storm Zone 3'],2019.0,False
786,2017-05-10,"Halstead Real Estate Listing is no longer available on StreetEasy Last priced at $2,450","$2,450",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,3,['NYC Storm Zone 3'],2017.0,False
787,2017-05-09,"Citi Habitats Listing is no longer available on StreetEasy Last priced at $2,450","$2,450",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,3,['NYC Storm Zone 3'],2017.0,False
788,2017-04-19,Previously Listed by Citi Habitats,"$2,585",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,3,['NYC Storm Zone 3'],2017.0,False
789,2017-04-10,Previously Listed by Halstead Real Estate,"$2,600",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,3,['NYC Storm Zone 3'],2017.0,False
790,2019-04-07,Brown Harris Stevens Listing is no longer available on StreetEasy,"$2,500",159+east+107+street+manhattan,1052075.0,3.5 rooms,2 beds,1 bath,4,['NYC Storm Zone 3'],2019.0,False
791,2019-03-27,Later Listed by Brown Harris Stevens,"$2,500",159+east+107+street+manhattan,1052075.0,3.5 rooms,2 beds,1 bath,4,['NYC Storm Zone 3'],2019.0,False
792,2019-03-22,Listing is no longer available on StreetEasy,"$2,450",159+east+107+street+manhattan,1052075.0,3.5 rooms,2 beds,1 bath,4,['NYC Storm Zone 3'],2019.0,False
793,2019-03-20,Listed by Halstead Real Estate,"$2,450",159+east+107+street+manhattan,1052075.0,3.5 rooms,2 beds,1 bath,4,['NYC Storm Zone 3'],2019.0,False
794,2019-03-04,"Previously Listed in StreetEasy, but no longer available on StreetEasy, by DMB Properties Inc","$2,499",159+east+107+street+manhattan,1052075.0,3.5 rooms,2 beds,1 bath,4,['NYC Storm Zone 3'],2019.0,False
795,2017-05-10,"Halstead Real Estate Listing is no longer available on StreetEasy Last priced at $2,450","$2,450",159+east+107+street+manhattan,1052075.0,3.5 rooms,2 beds,1 bath,4,['NYC Storm Zone 3'],2017.0,False
796,2017-05-09,"Citi Habitats Listing is no longer available on StreetEasy Last priced at $2,450","$2,450",159+east+107+street+manhattan,1052075.0,3.5 rooms,2 beds,1 bath,4,['NYC Storm Zone 3'],2017.0,False
797,2017-04-19,Previously Listed by Citi Habitats,"$2,585",159+east+107+street+manhattan,1052075.0,3.5 rooms,2 beds,1 bath,4,['NYC Storm Zone 3'],2017.0,False
798,2017-04-10,Previously Listed by Halstead Real Estate,"$2,600",159+east+107+street+manhattan,1052075.0,3.5 rooms,2 beds,1 bath,4,['NYC Storm Zone 3'],2017.0,False
799,2019-04-07,Brown Harris Stevens Listing is no longer available on StreetEasy,"$2,500",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,5,['NYC Storm Zone 3'],2019.0,False
800,2019-03-27,Later Listed by Brown Harris Stevens,"$2,500",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,5,['NYC Storm Zone 3'],2019.0,False
801,2019-03-22,Halstead Real Estate Listing is no longer available on StreetEasy,"$2,450",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,5,['NYC Storm Zone 3'],2019.0,False
802,2019-03-20,Later Listed by Halstead Real Estate,"$2,450",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,5,['NYC Storm Zone 3'],2019.0,False
803,2019-03-04,"Listed in StreetEasy, but temporarily delisted, by DMB Properties Inc","$2,499",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,5,['NYC Storm Zone 3'],2019.0,False
804,2017-05-10,"Halstead Real Estate Listing is no longer available on StreetEasy Last priced at $2,450","$2,450",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,5,['NYC Storm Zone 3'],2017.0,False
805,2017-05-09,"Citi Habitats Listing is no longer available on StreetEasy Last priced at $2,450","$2,450",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,5,['NYC Storm Zone 3'],2017.0,False
806,2017-04-19,Previously Listed by Citi Habitats,"$2,585",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,5,['NYC Storm Zone 3'],2017.0,False
807,2017-04-10,Previously Listed by Halstead Real Estate,"$2,600",159+east+107+street+manhattan,1052075.0,2 rooms,studio,1 bath,5,['NYC Storm Zone 3'],2017.0,False
808,2019-03-27,"Later Listed in StreetEasy, but temporarily delisted, by Brown Harris Stevens","$2,500",159+east+107+street+manhattan,1052075.0,2 rooms,1 bed,1 bath,7,['NYC Storm Zone 3'],2019.0,False
809,2019-03-16,Listing is no longer available on StreetEasy,"$2,350",159+east+107+street+manhattan,1052075.0,2 rooms,1 bed,1 bath,7,['NYC Storm Zone 3'],2019.0,False
810,2019-03-06,Price decreased by 6%,"$2,350  ↓",159+east+107+street+manhattan,1052075.0,2 rooms,1 bed,1 bath,7,['NYC Storm Zone 3'],2019.0,False
811,2019-03-04,Listed by DMB Properties Inc,"$2,499",159+east+107+street+manhattan,1052075.0,2 rooms,1 bed,1 bath,7,['NYC Storm Zone 3'],2019.0,False
812,2017-06-14,Citi Habitats Listing is no longer available on StreetEasy,"$2,950",159+east+107+street+manhattan,1052075.0,2 rooms,1 bed,1 bath,7,['NYC Storm Zone 3'],2017.0,False
813,2017-06-13,Previously Listed by Citi Habitats,"$2,950",159+east+107+street+manhattan,1052075.0,2 rooms,1 bed,1 bath,7,['NYC Storm Zone 3'],2017.0,False
814,2019-05-14,EXR Listing is no longer available on StreetEasy,"$3,999",572+lincoln+place+brooklyn,3032544.0,"1,050 ft²",$45 per ft²,6 rooms,2,[],2019.0,False
815,2019-05-03,Later Listed by EXR,"$3,999",572+lincoln+place+brooklyn,3032544.0,"1,050 ft²",$45 per ft²,6 rooms,2,[],2019.0,False
816,2017-05-17,Listing rented,"$3,999",572+lincoln+place+brooklyn,3032544.0,"1,050 ft²",$45 per ft²,6 rooms,2,[],2017.0,False
817,2017-05-13,"Citi Nest Group LLC Listing rented Last priced at $3,995","$3,995",572+lincoln+place+brooklyn,3032544.0,"1,050 ft²",$45 per ft²,6 rooms,2,[],2017.0,False
818,2017-04-18,Listed by At Home Realty NY LLC,"$3,999",572+lincoln+place+brooklyn,3032544.0,"1,050 ft²",$45 per ft²,6 rooms,2,[],2017.0,False
819,2017-01-27,Previously Listed by Citi Nest Group LLC,"$4,000",572+lincoln+place+brooklyn,3032544.0,"1,050 ft²",$45 per ft²,6 rooms,2,[],2017.0,False
820,2019-05-14,EXR Listing is no longer available on StreetEasy,"$3,999",572+lincoln+place+brooklyn,3032544.0,7 rooms,4 beds,1 bath,6,[],2019.0,False
821,2019-05-03,Later Listed by EXR,"$3,999",572+lincoln+place+brooklyn,3032544.0,7 rooms,4 beds,1 bath,6,[],2019.0,False
822,2017-05-17,At Home Realty NY LLC Listing rented,"$3,999",572+lincoln+place+brooklyn,3032544.0,7 rooms,4 beds,1 bath,6,[],2017.0,False
823,2017-05-13,Listing rented,"$3,995",572+lincoln+place+brooklyn,3032544.0,7 rooms,4 beds,1 bath,6,[],2017.0,False
824,2017-05-11,Listing entered contract,"$3,995",572+lincoln+place+brooklyn,3032544.0,7 rooms,4 beds,1 bath,6,[],2017.0,False
825,2017-04-18,Later Listed by At Home Realty NY LLC,"$3,999",572+lincoln+place+brooklyn,3032544.0,7 rooms,4 beds,1 bath,6,[],2017.0,False
826,2017-02-23,Price decreased by 0%,"$3,995  ↓",572+lincoln+place+brooklyn,3032544.0,7 rooms,4 beds,1 bath,6,[],2017.0,False
827,2017-01-27,Listed by Citi Nest Group LLC,"$4,000",572+lincoln+place+brooklyn,3032544.0,7 rooms,4 beds,1 bath,6,[],2017.0,False
828,2019-08-16,City Connections Realty Listing rented,"$2,695",65+st+marks+place+manhattan,1006390.0,3 rooms,1 bed,1 bath,5,['NYC Storm Zone 6'],2019.0,True
829,2019-07-26,Later Listed by City Connections Realty,"$2,695",65+st+marks+place+manhattan,1006390.0,3 rooms,1 bed,1 bath,5,['NYC Storm Zone 6'],2019.0,True
830,2016-07-22,"DSA Realty Listing rented Last priced at $2,395","$2,395",65+st+marks+place+manhattan,1006390.0,3 rooms,1 bed,1 bath,5,['NYC Storm Zone 6'],2016.0,True
831,2016-05-24,Previously Listed by DSA Realty,"$2,590",65+st+marks+place+manhattan,1006390.0,3 rooms,1 bed,1 bath,5,['NYC Storm Zone 6'],2016.0,True
832,2019-08-16,Price increased by 8%,"$2,695  ↑",65+st+marks+place+manhattan,1006390.0,595 ft²,$54 per ft²,3 rooms,6,['NYC Storm Zone 6'],2019.0,True
833,2019-08-13,Listing entered contract,"$2,495",65+st+marks+place+manhattan,1006390.0,595 ft²,$54 per ft²,3 rooms,6,['NYC Storm Zone 6'],2019.0,True
834,2019-07-27,Price decreased by 7%,"$2,495  ↓",65+st+marks+place+manhattan,1006390.0,595 ft²,$54 per ft²,3 rooms,6,['NYC Storm Zone 6'],2019.0,True
835,2019-07-26,Listed by City Connections Realty,"$2,695",65+st+marks+place+manhattan,1006390.0,595 ft²,$54 per ft²,3 rooms,6,['NYC Storm Zone 6'],2019.0,True
836,2016-07-22,"DSA Realty Listing rented Last priced at $2,395","$2,395",65+st+marks+place+manhattan,1006390.0,595 ft²,$54 per ft²,3 rooms,6,['NYC Storm Zone 6'],2016.0,True
837,2016-05-24,Previously Listed by DSA Realty,"$2,590",65+st+marks+place+manhattan,1006390.0,595 ft²,$54 per ft²,3 rooms,6,['NYC Storm Zone 6'],2016.0,True
838,2019-01-17,"Compass Listing is no longer available on StreetEasy Last priced at $2,600","$2,600",2017+palmetto+street+queens,4083456.0,4 rooms,3 beds,1 bath,2,[],2019.0,True
839,2017-12-20,Listing rented,"$2,470",2017+palmetto+street+queens,4083456.0,4 rooms,3 beds,1 bath,2,[],2017.0,True
840,2017-12-12,Price decreased by 0%,"$2,470  ↓",2017+palmetto+street+queens,4083456.0,4 rooms,3 beds,1 bath,2,[],2017.0,True
841,2017-12-04,Price decreased by 2%,"$2,475  ↓",2017+palmetto+street+queens,4083456.0,4 rooms,3 beds,1 bath,2,[],2017.0,True
842,2017-11-29,Listed by Nooklyn.com LLC,"$2,521",2017+palmetto+street+queens,4083456.0,4 rooms,3 beds,1 bath,2,[],2017.0,True
843,2019-10-23,The Moinian Group Listing is no longer available on StreetEasy,"$4,112",605+west+42+street+manhattan,1089438.0,3 rooms,1 bed,1 bath,1,"['Bike Room', ""Children's Playroom"", 'Cold Storage', 'Community Recreation Facilities', 'Concierge', 'Garage Parking', 'Gym', 'Hot Tub', 'Laundry in Building', 'Live-in Super', 'Media Room', 'Package Room', 'Parking Available', 'Smoke-free', 'Storage Available', 'Swimming Pool', 'Valet', 'Virtual Doorman', 'Waterfront', 'Deck', 'Garden', 'Patio', 'Roof Deck', 'NYC Storm Zone 2', 'Doorman', 'Elevator', 'Pets Allowed']",2019.0,False
844,2019-10-22,Previously Listed by The Moinian Group,"$4,112",605+west+42+street+manhattan,1089438.0,3 rooms,1 bed,1 bath,1,"['Bike Room', ""Children's Playroom"", 'Cold Storage', 'Community Recreation Facilities', 'Concierge', 'Garage Parking', 'Gym', 'Hot Tub', 'Laundry in Building', 'Live-in Super', 'Media Room', 'Package Room', 'Parking Available', 'Smoke-free', 'Storage Available', 'Swimming Pool', 'Valet', 'Virtual Doorman', 'Waterfront', 'Deck', 'Garden', 'Patio', 'Roof Deck', 'NYC Storm Zone 2', 'Doorman', 'Elevator', 'Pets Allowed']",2019.0,False
845,2016-10-13,Bold New York Listing rented,"$4,570",605+west+42+street+manhattan,1089438.0,3 rooms,1 bed,1 bath,1,"['Bike Room', ""Children's Playroom"", 'Cold Storage', 'Community Recreation Facilities', 'Concierge', 'Garage Parking', 'Gym', 'Hot Tub', 'Laundry in Building', 'Live-in Super', 'Media Room', 'Package Room', 'Parking Available', 'Smoke-free', 'Storage Available', 'Swimming Pool', 'Valet', 'Virtual Doorman', 'Waterfront', 'Deck', 'Garden', 'Patio', 'Roof Deck', 'NYC Storm Zone 2', 'Doorman', 'Elevator', 'Pets Allowed']",2016.0,False
846,2016-09-23,Previously Listed by Bold New York,"$4,570",605+west+42+street+manhattan,1089438.0,3 rooms,1 bed,1 bath,1,"['Bike Room', ""Children's Playroom"", 'Cold Storage', 'Community Recreation Facilities', 'Concierge', 'Garage Parking', 'Gym', 'Hot Tub', 'Laundry in Building', 'Live-in Super', 'Media Room', 'Package Room', 'Parking Available', 'Smoke-free', 'Storage Available', 'Swimming Pool', 'Valet', 'Virtual Doorman', 'Waterfront', 'Deck', 'Garden', 'Patio', 'Roof Deck', 'NYC Storm Zone 2', 'Doorman', 'Elevator', 'Pets Allowed']",2016.0,False
847,2019-03-19,Listing is no longer available on StreetEasy,"$3,495",55+west+end+avenue+manhattan,1087719.0,3 rooms,1 bed,1 bath,2,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2019.0,False
848,2019-03-12,Price decreased by 2%,"$3,495  ↓",55+west+end+avenue+manhattan,1087719.0,3 rooms,1 bed,1 bath,2,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2019.0,False
849,2019-03-08,Price decreased by 0%,"$3,580  ↓",55+west+end+avenue+manhattan,1087719.0,3 rooms,1 bed,1 bath,2,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2019.0,False
850,2019-02-22,Price increased by 6%,"$3,582  ↑",55+west+end+avenue+manhattan,1087719.0,3 rooms,1 bed,1 bath,2,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2019.0,False
851,2019-02-19,Listed by Brodsky,"$3,385",55+west+end+avenue+manhattan,1087719.0,3 rooms,1 bed,1 bath,2,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2019.0,False
852,2017-12-07,"Brodsky Listing is no longer available on StreetEasy Last priced at $2,985","$2,985",55+west+end+avenue+manhattan,1087719.0,3 rooms,1 bed,1 bath,2,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2017.0,False
853,2017-11-19,Previously Listed by Brodsky,"$3,075",55+west+end+avenue+manhattan,1087719.0,3 rooms,1 bed,1 bath,2,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2017.0,False
854,2019-02-11,Listing is no longer available on StreetEasy,"$5,225",55+west+end+avenue+manhattan,1087719.0,5 rooms,2 beds,2 baths,4,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2019.0,False
855,2019-01-28,Listed by Brodsky,"$5,225",55+west+end+avenue+manhattan,1087719.0,5 rooms,2 beds,2 baths,4,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2019.0,False
856,2017-10-30,"Brodsky Listing is no longer available on StreetEasy Last priced at $5,075","$5,075",55+west+end+avenue+manhattan,1087719.0,5 rooms,2 beds,2 baths,4,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2017.0,False
857,2017-09-28,Previously Listed by Brodsky,"$5,450",55+west+end+avenue+manhattan,1087719.0,5 rooms,2 beds,2 baths,4,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2017.0,False
858,2016-08-17,"Brodsky Listing is no longer available on StreetEasy Last priced at $5,050","$5,050",55+west+end+avenue+manhattan,1087719.0,5 rooms,2 beds,2 baths,4,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2016.0,False
859,2016-07-17,Previously Listed by Brodsky,"$5,150",55+west+end+avenue+manhattan,1087719.0,5 rooms,2 beds,2 baths,4,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2016.0,False
860,2019-06-05,Listing is no longer available on StreetEasy,"$2,600",55+west+end+avenue+manhattan,1087719.0,2 rooms,studio,1 bath,5,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2019.0,False
861,2019-05-31,Listed by Brodsky,"$2,600",55+west+end+avenue+manhattan,1087719.0,2 rooms,studio,1 bath,5,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2019.0,False
862,2017-09-05,Brodsky Listing is no longer available on StreetEasy,"$2,575",55+west+end+avenue+manhattan,1087719.0,2 rooms,studio,1 bath,5,"['Bike Room', ""Children's Playroom"", 'Concierge', 'Gym', 'Laundry in Building', 'Parking Available', 'Swimming Pool', 'Doorman', 'Elevator', 'Pets Allowed']",2017.0,False
